0.875031,1.050241,0
0.952299,1.115459,0
1.118166,0.824095,0
0.957234,0.995020,0
1.103810,0.846815,0
0.980983,0.936190,0
0.897862,1.128454,0
0.826582,1.014632,0
0.833361,0.948820,0
0.816449,1.093745,0
1.072296,0.970514,0
1.061626,0.964381,0
1.048745,1.294844,0
1.154693,0.922604,0
0.927867,0.937722,0
0.915338,0.911583,0
0.919756,0.912913,0
1.001323,1.084013,0
0.913539,1.010113,0
0.910782,1.007307,0
0.828197,1.015384,0
0.983441,1.085438,0
1.029429,0.912533,0
0.865906,1.055281,0
1.021877,0.876065,0
0.953977,0.886557,0
1.081462,0.902753,0
1.230651,1.011619,0
1.029090,1.076363,0
0.927094,0.966352,0
0.856142,0.990524,0
1.091174,0.948899,0
1.004395,1.118142,0
0.852380,1.075751,0
1.088443,0.983770,0
1.130768,0.958075,0
1.086900,0.964546,0
0.916624,1.123055,0
1.077191,1.018118,0
1.034608,1.055536,0
0.972429,0.913379,0
1.170530,0.949738,0
1.009968,0.908947,0
0.932155,0.938084,0
1.044461,1.151226,0
0.995548,1.149355,0
1.031958,1.114029,0
0.748226,1.020095,0
0.778021,1.110193,0
1.019894,0.876162,0
1.883247,0.857478,0
1.995587,1.122786,0
1.936804,1.220136,0
1.967182,0.980443,0
2.003039,0.999738,0
1.946058,1.223989,0
2.034774,1.005385,0
2.099940,0.823021,0
2.062225,0.853984,0
2.029667,1.036599,0
2.086696,0.977584,0
2.013620,0.929908,0
1.968737,0.881878,0
1.945398,0.818015,0
1.894389,0.891697,0
1.924356,1.029762,0
2.187465,0.897454,0
1.819624,0.921879,0
2.099531,1.115738,0
1.870936,1.103091,0
1.965068,1.043640,0
1.964900,0.975144,0
2.118634,0.956334,0
2.136407,1.132256,0
2.123409,0.877682,0
1.936982,0.876349,0
1.969184,0.988454,0
1.825297,0.772667,0
1.835728,1.040704,0
2.255422,0.883181,0
1.876012,1.118192,0
1.784550,0.978994,0
1.957073,0.824716,0
2.101125,0.982558,0
2.145033,1.066365,0
2.063304,0.904880,0
2.048189,1.091452,0
2.068682,1.211098,0
2.100971,1.157796,0
1.923148,0.970094,0
2.090953,1.126351,0
1.899093,1.103958,0
2.123385,1.073327,0
2.146601,1.133502,0
2.053935,0.878418,0
2.060459,0.896678,0
1.750238,1.048850,0
2.091093,0.899130,0
1.948658,0.985163,0
0.440021,0.557069,0
0.436567,0.650444,0
0.614006,0.658886,0
0.496121,0.616928,0
0.642489,0.644670,0
0.494769,0.557356,0
0.485649,0.454273,0
0.564484,0.275654,0
0.501658,0.620587,0
0.649056,0.491833,0
0.347782,0.494833,0
0.429956,0.449119,0
0.735706,0.407172,0
0.503761,0.423043,0
0.363949,0.432962,0
0.565359,0.335706,0
0.526675,0.436191,0
0.319615,0.414380,0
0.541327,0.464813,0
0.507246,0.416138,0
0.566903,0.517716,0
0.458063,0.596628,0
0.664561,0.600061,0
0.354986,0.448254,0
0.482349,0.544468,0
0.482127,0.413305,0
0.395177,0.406264,0
0.508825,0.630568,0
0.576197,0.474936,0
0.602091,0.406430,0
0.293270,0.487990,0
0.457011,0.470562,0
0.452754,0.748628,0
0.607463,0.451400,0
0.479528,0.436404,0
0.230418,0.474253,0
0.610221,0.448223,0
0.421372,0.609649,0
0.612410,0.547697,0
0.435602,0.428166,0
0.542090,0.626379,0
0.394705,0.644374,0
0.500060,0.622502,0
0.497062,0.565404,0
0.521655,0.320676,0
0.561765,0.528288,0
0.501364,0.494222,0
0.492552,0.367873,0
0.533044,0.586470,0
0.614068,0.509085,0
0.459354,0.657166,0
0.538217,0.405301,0
0.283879,0.462617,0
0.422416,0.309073,0
0.397686,0.675279,0
0.456742,0.432230,0
0.508762,0.622382,0
0.643280,0.615264,0
0.542213,0.562161,0
0.617236,0.643538,0
0.544367,0.399909,0
0.425830,0.548657,0
0.260217,0.559450,0
0.491894,0.544076,0
0.334172,0.556982,0
0.692833,0.402933,0
0.584028,0.478128,0
0.339115,0.678922,0
0.572616,0.573667,0
0.503786,0.535271,0
0.571647,0.668033,0
0.529661,0.348968,0
0.380970,0.481997,0
0.448297,0.411009,0
0.486249,0.491282,0
0.510306,0.380869,0
0.581202,0.593266,0
0.552438,0.354961,0
0.422217,0.677677,0
0.399803,0.552660,0
0.698856,0.469980,0
0.490956,0.450795,0
0.667418,0.572554,0
0.507882,0.557294,0
0.478604,0.587550,0
0.598045,0.508237,0
0.518558,0.457949,0
0.411968,0.384259,0
0.437786,0.368239,0
0.499029,0.657258,0
0.578435,0.600931,0
0.307989,0.473953,0
0.461320,0.559735,0
0.211648,0.474502,0
0.589375,0.469998,0
0.551143,0.528216,0
0.635455,0.506710,0
0.432840,0.519438,0
0.483836,0.550282,0
0.377083,0.541744,0
0.454241,0.385181,0
