0.4046325684,0.8135986328,1
0.3700561523,0.2684631348,0
0.8288574219,0.6960449219,1
0.2843017578,0.4851379395,1
0.5835571289,0.8170471191,1
0.754486084,0.9284057617,1
0.2605895996,0.719909668,1
0.1060180664,0.2883911133,0
0.3643493652,0.0011901855,0
0.5732727051,0.6504821777,1
0.644744873,0.2287597656,0
0.3130493164,0.3011169434,0
0.6581115723,0.4395446777,0
0.7131347656,0.6002197266,1
0.1165466309,0.1647949219,0
0.5883178711,0.270690918,0
0.6288452148,0.7946777344,1
0.751373291,0.765411377,1
0.1546630859,0.9440612793,1
0.5778808594,0.9808654785,1
0.7566833496,0.6907043457,1
0.9243774414,0.3641662598,0
0.920715332,0.4996643066,0
0.4831237793,0.2877502441,0
0.6963806152,0.7009277344,1
0.7418823242,0.3135681152,0
0.0660400391,0.9247436523,1
0.533782959,0.5131530762,0
0.1490478516,0.2944641113,0
0.0921325684,0.2275695801,0
0.9736328125,0.8088989258,1
0.9355163574,0.4142150879,0
0.4666137695,0.5856628418,1
0.1805419922,0.9130554199,1
0.9045410156,0.8614196777,1
0.3859863281,0.4479980469,0
0.2073669434,0.2299499512,0
0.1463317871,0.8324584961,1
0.0172424316,0.9156799316,1
0.7529602051,0.5496826172,0
0.3614501953,0.3099975586,0
0.7005615234,0.5021972656,0
0.7289123535,0.9079284668,1
0.0081787109,0.1430664063,0
0.4648742676,0.5557556152,1
0.6294555664,0.2952575684,0
0.3870849609,0.9246826172,1
0.0110168457,0.6025085449,1
0.3212585449,0.7423095703,1
0.5067443848,0.6168518066,1
0.7208251953,0.9118652344,1
0.2352905273,0.884552002,1
0.5493774414,0.609161377,1
0.4585266113,0.9218444824,1
0.0396728516,0.1401977539,0
0.0335083008,0.5482788086,1
0.6759338379,0.1448669434,0
0.3248596191,0.542755127,1
0.6497192383,0.0199584961,0
0.5315551758,0.8832702637,1
0.9918518066,0.5804138184,0
0.0615234375,0.7971496582,1
0.4548339844,0.3591003418,0
0.748260498,0.3634033203,0
0.8909912109,0.9356079102,1
0.7257080078,0.3428649902,0
0.2126159668,0.6586608887,1
0.0333862305,0.145904541,0
0.9100952148,0.4617919922,0
0.8893737793,0.2502441406,0
0.4130249023,0.5387878418,1
0.417388916,0.8338012695,1
0.1886291504,0.824798584,1
0.8243713379,0.7597045898,1
0.2490539551,0.8895568848,1
0.9674682617,0.2209777832,0
0.5672912598,0.3719482422,0
0.3024902344,0.1939086914,0
0.6477661133,0.8400878906,1
0.7428283691,0.2383422852,0
0.0439147949,0.3267822266,0
0.3545532227,0.9926757813,1
0.8308105469,0.1398010254,0
0.4436645508,0.8199462891,1
0.8056030273,0.2551574707,0
0.8325500488,0.3398132324,0
0.3728637695,0.0453796387,0
0.3468322754,0.9076538086,1
0.5557556152,0.6467590332,1
0.1176757813,0.3504943848,0
0.2268676758,0.3076171875,0
0.6229248047,0.3133850098,0
0.3547668457,0.9553833008,1
0.8192138672,0.2879943848,0
0.6848449707,0.3513793945,0
0.6273803711,0.6575012207,1
0.6931152344,0.9423217773,1
0.8070373535,0.7784118652,1
0.7431335449,0.242767334,0
0.2604064941,0.1019897461,0
0.0156860352,0.6656799316,1
0.421875,0.4920349121,0
0.8403015137,0.5372314453,0
0.9886779785,0.0975036621,0
0.4159545898,0.9604187012,1
0.207244873,0.2606506348,0
0.4373474121,0.6020812988,1
0.623260498,0.8626708984,1
0.7189941406,0.7521972656,1
0.0063476563,0.0986633301,0
